,expert_name,startup_name,How well can team execute their presented plans ?,How strong is the team composition in terms of its complementary skills and completeness of critical functions ?,How high did you sense was the passion of the founder/founding team ?,How high is the clarity and understanding of the team re: different customer personas ?,How unique & differentiated is the value proposition ?,How large is the absolute market opportunity for the venture ?,How impressive is the early stage traction and adoption of the product in the market ?,How high is the competitive index given direct competition & available alternatives for the proposed offering by the venture ?,How high is the strength of revenue projection in the business model ?,How lucrative does the exit potential for this business appears with either of the possible ways viz: potential trade sales or M&A with big Cos or IPO etc. ?,How high is trend momentum for the domain that startup is active in with its offerings ?,How relevant do the metrics and milestones of of this business model appear ?,How high is the defensibility of the solution from technology or any operating leverage point of view ?,How high is the business momentum and pipeline of business ?,How high are the chances for the business to extend beyond its currently served markets ?,How high is the competitive advantage for this business ?,How high are the chances for the business to extend beyond its currently served geographies ?,Founding team,Technology,Marketing,Biz dev,Advisors,Potential Execution Risks,Revenue Risks,Competitive Advantage,Overall Assessment
12,DHAVAL AGARWAL,Logisure,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,0.3333333333333333,0.5,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333,0,1,0,1,1,0.5,0.5,0.5,0.5
13,DHAVAL AGARWAL,VoyageUP,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.5,1.0,0.3333333333333333,0.3333333333333333,1.0,0.6666666666666666,1,1,0,0,1,0.5,0.5,0.0,0.0
14,DHAVAL AGARWAL,Tooreest Technologies Pte Ltd,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.5,1.0,1.0,0.3333333333333333,1.0,0.3333333333333333,1,1,0,0,1,0.5,0.6909,0.5,0.0
15,Vishesh Dhingra,e-Wallet.ph,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,0.3333333333333333,0.5,1.0,1.0,1.0,1.0,1.0,0,1,0,1,1,0.5,0.31174999999999997,0.0,0.0
16,David Isaac,Pipa + Bella,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,1.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,1,1,0,0,1,0.7681,0.58895,1.0,1.0
17,DHAVAL AGARWAL,Brightree Pte Ltd,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,-0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,-0.0,0.3333333333333333,-0.0,1,1,0,0,1,0.5,0.5,1.0,1.0
18,DHAVAL AGARWAL,"Bellatrix Aerospace Pvt. Ltd, India",-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.3333333333333333,-0.0,0.6666666666666666,-0.0,-0.0,1.0,-0.0,0.6666666666666666,-0.0,0.3333333333333333,0.3333333333333333,1,1,0,0,1,0.5,0.5,1.0,1.0
19,DHAVAL AGARWAL,YuMiGo,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.5,0.6666666666666666,1.0,0.3333333333333333,1.0,0.3333333333333333,1,0,1,0,1,0.5,0.5,0.0,0.0
20,David Wai Lun Ng,SoVou,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,-0.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,1.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,-0.0,1,0,1,1,1,0.1794,0.5635,1.0,0.5
21,Madhulika Sachdeva,Petpad,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,1.0,0.3333333333333333,1.0,0.3333333333333333,0.6666666666666666,1.0,0.6666666666666666,0.5,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,1,1,0,0,0,0.74695,0.26165,0.5,0.5
22,Madhulika Sachdeva,Tatolo Stores Pvt Ltd,0.3333333333333333,0.3333333333333333,-0.0,-0.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.5,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,1,0,1,1,0,0.2213,0.436,0.5,0.5
23,Sriman Kota,Datoin,0.3333333333333333,0.6666666666666666,-0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.5,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,1,1,1,0,0,0.8243,0.7553000000000001,0.5,0.5
24,Madhulika Sachdeva,Pipa + Bella,0.3333333333333333,0.3333333333333333,-0.0,-0.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333,1,1,0,1,0,0.5,0.6806,0.5,1.0
25,David Wai Lun Ng,Logisure,0.3333333333333333,-0.0,-0.0,-0.0,0.3333333333333333,0.3333333333333333,-0.0,-0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.0,0.6666666666666666,-0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1,1,1,0,1,0.9485,0.3634,1.0,0.5
26,Madhulika Sachdeva,NeedyBee,1.0,1.0,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,0.6666666666666666,0.5,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0,0,0,0,0,0.6806,0.5129,0.0,0.0
27,Madhulika Sachdeva,VoyageUP,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,1.0,0.6666666666666666,1.0,0.6666666666666666,0.5,1.0,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,1,1,0,1,0,0.15460000000000002,0.7784,0.0,0.5
28,Sriman Kota,Mate Labs,0.3333333333333333,0.3333333333333333,-0.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,1.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333,0,1,0,1,1,0.5,0.5,1.0,0.5
29,Sriman Kota,Kaiju Den,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.5,0.6666666666666666,1.0,0.3333333333333333,1.0,0.3333333333333333,1,1,1,0,0,0.5,0.6909,0.5,0.0
30,Sriman Kota,Mindler,0.3333333333333333,-0.0,-0.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.5,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1,1,0,0,1,0.8453999999999999,0.71955,1.0,1.0
31,Sriman Kota,Appladi.com,0.6666666666666666,1.0,0.6666666666666666,1.0,1.0,0.6666666666666666,1.0,1.0,0.6666666666666666,1.0,1.0,0.5,1.0,1.0,0.6666666666666666,1.0,0.6666666666666666,0,1,0,1,0,0.8404,0.56515,0.5,0.0
32,Sriman Kota,Tatolo Stores Pvt Ltd,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,1.0,0.5,0.3333333333333333,0.6666666666666666,0.3333333333333333,1.0,0.6666666666666666,1,1,1,0,0,0.60115,0.5386,0.5,0.5
33,David Wai Lun Ng,Medera,1.0,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,-0.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.6666666666666666,1.0,1.0,0,1,1,1,1,0.7383500000000001,0.352,0.0,0.0
34,Nandini Das Ghoshal,Towno,0.3333333333333333,0.6666666666666666,0.3333333333333333,1.0,1.0,-0.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.5,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333,1,1,0,1,1,0.69255,0.57655,1.0,0.5
35,Vishesh Dhingra,Bukapintu,-0.0,-0.0,-0.0,0.3333333333333333,0.3333333333333333,-0.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1,1,0,1,1,0.87895,0.6909,1.0,1.0
36,Vishesh Dhingra,Barkero.com,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,1.0,0.6666666666666666,1.0,1.0,0.3333333333333333,0.5,0.6666666666666666,1.0,1.0,0.6666666666666666,1.0,1,1,0,1,1,0.5,0.7553000000000001,0.5,0.5
37,David Wai Lun Ng,Specific Impulse Technologies ,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,1.0,0.6666666666666666,1.0,0.6666666666666666,0.5,1.0,1.0,0.6666666666666666,1.0,0.6666666666666666,1,1,1,1,0,0.18755,0.5640000000000001,0.5,0.5
38,Jatin Rajput,Bodhi Health Education,0.3333333333333333,-0.0,-0.0,-0.0,0.3333333333333333,-0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,-0.0,-0.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1,1,1,0,1,0.5,0.5,1.0,1.0
39,Jatin Rajput,Leverage.ph,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,-0.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.5,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,1,0,1,1,0,0.3634,0.4871,1.0,0.5
40,Jatin Rajput,Barkero.com,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1,1,1,0,1,0.58895,0.5,0.5,0.5
41,Jatin Rajput,Bukapintu,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,-0.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,1,0,1,1,0,0.5,0.5,1.0,1.0
42,Jatin Rajput,Cashtrack,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,-0.0,0.6666666666666666,0.6666666666666666,-0.0,0.5,0.6666666666666666,0.6666666666666666,0.3333333333333333,-0.0,0.3333333333333333,1,1,1,0,0,0.5,0.5,1.0,0.0
43,Jatin Rajput,The Liquidity Marketplace,0.3333333333333333,-0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,1,0,1,1,1,0.67,0.5,1.0,0.5
44,Madhulika Sachdeva,Silkrouter,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,0.6666666666666666,0.5,1.0,1.0,0.6666666666666666,1.0,0.6666666666666666,0,1,0,1,0,0.30910000000000004,0.5,0.0,0.0
45,David Wai Lun Ng,Urban Kisan,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,1.0,0.3333333333333333,1.0,1.0,1.0,0.5,1.0,1.0,0.6666666666666666,1.0,1.0,1,0,1,1,1,0.5,0.1473,1.0,0.0
46,Vishesh Dhingra,Nascor Technologies Private Limited,0.3333333333333333,0.3333333333333333,-0.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.5,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333,1,1,0,1,1,0.5,0.5,0.5,0.5
47,David Wai Lun Ng,Eco Homes,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,1.0,0.3333333333333333,1.0,1.0,1.0,0.5,1.0,1.0,0.6666666666666666,1.0,0.6666666666666666,1,1,1,1,0,0.5,0.38685,0.5,0.0
48,David Wai Lun Ng,Brightree Pte Ltd,0.3333333333333333,0.3333333333333333,-0.0,-0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,-0.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,1.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,1,1,1,0,1,0.8243,0.5,1.0,0.5
49,David Wai Lun Ng,Sociograph Solutions Private Limited,0.3333333333333333,0.3333333333333333,-0.0,0.3333333333333333,0.6666666666666666,-0.0,0.3333333333333333,-0.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.5,1.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333,1,1,0,1,1,0.3916,0.74695,0.5,0.5
50,Siddarth Das,Petpad,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,1,1,0,0,1,0.07790000000000002,0.23665000000000003,1.0,0.5
51,Himmat Singh,Gift on the go,0.3333333333333333,0.3333333333333333,-0.0,0.3333333333333333,0.6666666666666666,-0.0,0.3333333333333333,-0.0,0.3333333333333333,-0.0,0.3333333333333333,0.5,0.3333333333333333,0.3333333333333333,-0.0,0.3333333333333333,0.3333333333333333,1,1,0,0,1,0.67,0.58895,1.0,1.0
52,Himmat Singh,Appladi.com,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,1,0,0,1,1,0.3634,0.5,0.5,0.0
53,Himmat Singh,Hungry Bags-Travshoppe,-0.0,-0.0,-0.0,-0.0,0.6666666666666666,0.3333333333333333,-0.0,0.3333333333333333,-0.0,-0.0,0.3333333333333333,1.0,0.6666666666666666,0.3333333333333333,-0.0,0.3333333333333333,-0.0,1,1,0,1,1,0.5,0.5,1.0,1.0
54,Himmat Singh,Holxo,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,1,1,0,1,1,0.5,0.5,1.0,0.5
55,Siddarth Das,iDoo,-0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1,1,0,0,1,0.8825000000000001,0.22885,0.5,1.0
56,Siddarth Das,GoodEd Technologies,0.3333333333333333,-0.0,-0.0,-0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,-0.0,0.3333333333333333,0.3333333333333333,-0.0,1.0,0.3333333333333333,0.3333333333333333,1.0,-0.0,1.0,1,1,0,0,1,0.6591,0.0912,0.5,1.0
57,Siddarth Das,Growth Party,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,1.0,0.6666666666666666,0.5,1.0,1.0,1.0,1.0,1.0,0,0,1,0,1,0.8889,0.22885,0.5,0.0
58,Siddarth Das,Specific Impulse Technologies ,-0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,-0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1,1,0,0,1,0.7553000000000001,0.6806,0.5,1.0
59,Himmat Singh,GeoPik,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.5,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,1,1,1,0,1,0.7202,0.5,1.0,0.5
60,Himmat Singh,Brilliant Brats,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,-0.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,-0.0,0.3333333333333333,0.3333333333333333,1,0,1,1,1,0.72925,0.6806,1.0,1.0
61,Himmat Singh,Diplomazee International Pte Ltd,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,1,1,0,0,1,0.5,0.5,1.0,0.5
62,Nandini Das Ghoshal,Gift on the go,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,-0.0,1.0,-0.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.5,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,1,1,1,0,1,0.7288,0.5,0.0,0.5
63,Vishesh Dhingra,Gava,-0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,-0.0,0.3333333333333333,-0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1,1,0,1,1,0.5,0.7202,0.5,1.0
64,Vishesh Dhingra,LEXiS Platform,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,1,1,0,1,1,0.5,0.41525,1.0,1.0
65,Nandini Das Ghoshal,Copcop,0.3333333333333333,1.0,0.3333333333333333,1.0,0.6666666666666666,-0.0,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.5,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0,1,1,1,1,0.3634,0.4733,1.0,0.5
66,Niraj Nagpal,Tooreest Technologies Pte Ltd,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.3333333333333333,1,0,1,1,1,0.7202,0.7202,1.0,0.5
67,Niraj Nagpal,TwigMe,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,1,1,1,0,1,0.6191,0.3409,1.0,0.5
68,Niraj Nagpal,e-Wallet.ph,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,1.0,0.3333333333333333,0.5,1.0,1.0,1.0,1.0,1.0,1,1,0,1,1,0.4614,0.3409,1.0,0.0
69,Siddarth Das,Towno,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.5,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,1.0,0,1,0,0,1,0.79295,0.5,1.0,0.5
70,Siddarth Das,Gava,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,1,1,0,0,1,0.6366,0.16475,1.0,1.0
71,Niraj Nagpal,MATA VR,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,0.6666666666666666,0.3333333333333333,0.5,1.0,1.0,1.0,1.0,1.0,1,1,1,0,1,0.9384,0.56315,1.0,0.5
72,Niraj Nagpal,Copcop,0.6666666666666666,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,0.6666666666666666,1.0,1.0,0.6666666666666666,0.5,1.0,1.0,0.6666666666666666,1.0,1.0,1,1,0,1,1,0.5,0.6715,0.5,0.0
73,Niraj Nagpal,CommunityZapp,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,1.0,1.0,0.6666666666666666,0.5,1.0,1.0,1.0,1.0,1.0,1,1,1,0,1,0.7787,0.5386,0.0,0.0
74,Niraj Nagpal,GeoPik,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,0.5,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,1,1,0,1,1,0.375,0.8062,1.0,0.5
